Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Kew East,5/111 Kilby Rd,3,u,870000.0,SP,Marshall,2017-02-11,7.5,3102.0,3.0,2.0,4.0,201.0,163.0,2000.0,Boroondara City Council,-37.792,145.0537,Southern Metropolitan,2671.0
Kew East,96 Kilby Rd,3,h,1615000.0,S,Nelson,2016-08-13,7.5,3102.0,3.0,1.0,1.0,702.0,127.0,1933.0,Boroondara City Council,-37.7922,145.0518,Southern Metropolitan,2671.0
Kew East,36 Belford Rd,4,h,1315000.0,SP,Nelson,2016-09-17,7.5,3102.0,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara City Council,-37.7981,145.0472,Southern Metropolitan,2671.0
Kew East,41 Frater St,3,h,870000.0,SP,Marshall,2016-09-17,7.5,3102.0,3.0,1.0,1.0,704.0,184.0,1960.0,Boroondara City Council,-37.7897,145.0611,Southern Metropolitan,2671.0
Kew East,2 Violet Gr,3,h,1750000.0,S,Jellis,2016-09-17,7.5,3102.0,3.0,2.0,4.0,611.0,160.0,1930.0,Boroondara City Council,-37.7997,145.058,Southern Metropolitan,2671.0
Kew East,42 Willow Gr,4,h,870000.0,SN,Kay,2016-11-19,7.5,3102.0,4.0,2.0,2.0,728.0,112.0,1945.0,Boroondara City Council,-37.7885,145.0466,Southern Metropolitan,2671.0
Kew East,89 Kilby Rd,6,h,1300000.0,VB,Noel,2016-05-22,7.5,3102.0,6.0,3.0,2.0,730.0,310.0,1968.0,Boroondara City Council,-37.7917,145.0509,Southern Metropolitan,2671.0
Kew East,36 Belford Rd,4,h,1315000.0,SP,Nelson,2016-09-24,7.5,3102.0,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara City Council,-37.7981,145.0472,Southern Metropolitan,2671.0
Kew East,581 High St,3,h,870000.0,S,Fletchers,2016-09-24,7.5,3102.0,3.0,1.0,1.0,589.0,123.0,1970.0,Boroondara City Council,-37.8001,145.0484,Southern Metropolitan,2671.0
Kew East,3/14 Arden Ct,3,t,1620000.0,S,Fletchers,2017-02-25,7.5,3102.0,3.0,2.0,2.0,248.0,167.0,2012.0,Boroondara City Council,-37.7923,145.0595,Southern Metropolitan,2671.0
Kew East,8 Wattle Rd,3,h,870000.0,SP,Nelson,2016-08-28,7.5,3102.0,3.0,2.0,1.0,316.0,110.0,1910.0,Boroondara City Council,-37.7891,145.0469,Southern Metropolitan,2671.0
Kooyong,4/1 Monaro Rd,2,h,870000.0,S,Marshall,2016-09-10,6.2,3144.0,2.0,2.0,2.0,218.0,144.0,1975.0,Stonnington City Council,-37.8406,145.0341,Southern Metropolitan,394.0
Kooyong,77 Elizabeth St,3,h,870000.0,SP,Jellis,2017-03-18,6.2,3144.0,3.0,2.0,2.0,432.0,212.0,1987.0,Stonnington City Council,-37.844,145.037,Southern Metropolitan,394.0
Kooyong,8 Avenel Rd,5,h,870000.0,S,Kay,2016-05-22,6.2,3144.0,5.0,3.0,2.0,1161.0,267.0,1980.0,Stonnington City Council,-37.8433,145.0359,Southern Metropolitan,394.0
Kooyong,105 Elizabeth St,4,h,870000.0,SN,RT,2017-02-25,6.2,3144.0,4.0,2.0,2.0,903.0,360.0,1930.0,Stonnington City Council,-37.8409,145.0376,Southern Metropolitan,394.0
Maidstone,3 Crefden St,3,t,615000.0,S,Jas,2016-09-03,9.2,3012.0,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong City Council,-37.7773,144.8725,Western Metropolitan,3873.0
Maidstone,27 Dunedin St,3,h,715000.0,S,Burnham,2016-09-03,9.2,3012.0,3.0,1.0,1.0,576.0,128.0,1970.0,Maribyrnong City Council,-37.7808,144.8678,Western Metropolitan,3873.0
Maidstone,2/22 Jackson St,3,h,870000.0,SN,Barry,2016-09-03,9.2,3012.0,3.0,2.0,2.0,379.0,178.0,2013.0,Maribyrnong City Council,-37.7857,144.8732,Western Metropolitan,3873.0
Maidstone,32 Ringtail Cct,4,h,826000.0,S,Rendina,2016-09-03,9.2,3012.0,4.0,2.0,2.0,308.0,185.0,2012.0,Maribyrnong City Council,-37.7833,144.8817,Western Metropolitan,3873.0
Maidstone,8/101 Ballarat Rd,2,u,275000.0,PI,Burnham,2016-12-03,9.2,3012.0,2.0,1.0,1.0,1972.0,63.0,1960.0,Maribyrnong City Council,-37.7863,144.8769,Western Metropolitan,3873.0
Maidstone,19 Norfolk St,2,h,711000.0,S,Jas,2016-12-03,9.2,3012.0,2.0,1.0,0.0,163.0,69.0,1920.0,Maribyrnong City Council,-37.789,144.8813,Western Metropolitan,3873.0
Maidstone,4/27 Baird St,3,t,695000.0,SP,Sweeney,2017-03-04,9.2,3012.0,3.0,2.0,1.0,156.0,124.0,2012.0,Maribyrnong City Council,-37.7898,144.8722,Western Metropolitan,3873.0
Maidstone,21 Pullar St,3,h,490000.0,SP,Jas,2016-06-04,9.2,3012.0,3.0,1.0,2.0,306.0,91.0,1960.0,Maribyrnong City Council,-37.7838,144.8724,Western Metropolitan,3873.0
Maidstone,2/120 Suffolk St,2,h,502000.0,SP,Sweeney,2016-10-08,9.2,3012.0,2.0,1.0,1.0,144.0,79.0,2005.0,Maribyrnong City Council,-37.7895,144.8667,Western Metropolitan,3873.0
Maidstone,7 Wallace St,3,h,721000.0,S,Sweeney/Advantage,2016-10-08,9.2,3012.0,2.0,2.0,1.0,239.0,121.0,1955.0,Maribyrnong City Council,-37.7882,144.8784,Western Metropolitan,3873.0
Maidstone,67 Norfolk St,3,h,840000.0,S,Nelson,2016-12-10,9.2,3012.0,3.0,1.0,1.0,584.0,81.0,1900.0,Maribyrnong City Council,-37.7885,144.8771,Western Metropolitan,3873.0
Maidstone,4/4 Crefden St,2,u,335000.0,SP,Biggin,2017-02-11,9.2,3012.0,2.0,1.0,1.0,0.0,70.0,2009.0,Maribyrnong City Council,-37.7776,144.8723,Western Metropolitan,3873.0
Maidstone,10 Thomson St,3,h,832000.0,SP,Sweeney,2016-11-12,9.2,3012.0,3.0,1.0,2.0,300.0,125.0,1950.0,Maribyrnong City Council,-37.7896,144.8752,Western Metropolitan,3873.0
Maidstone,67 Ballarat Rd,2,h,646000.0,SP,Jas,2016-08-13,9.2,3012.0,2.0,1.0,2.0,270.0,95.0,1900.0,Maribyrnong City Council,-37.7871,144.8791,Western Metropolitan,3873.0
Maidstone,6/2 Crefden St,2,u,870000.0,PI,Pagan,2016-08-13,9.2,3012.0,2.0,2.0,1.0,0.0,80.0,2010.0,Maribyrnong City Council,-37.7776,144.8723,Western Metropolitan,3873.0
Maidstone,9/15 Eucalyptus Dr,2,u,870000.0,PI,Pagan,2016-08-13,9.2,3012.0,2.0,2.0,1.0,2787.0,81.0,2012.0,Maribyrnong City Council,-37.7794,144.872,Western Metropolitan,3873.0
Maidstone,1/166 Mitchell St,3,h,673000.0,SP,Biggin,2016-05-14,9.2,3012.0,3.0,1.0,2.0,285.0,107.0,1910.0,Maribyrnong City Council,-37.7813,144.8678,Western Metropolitan,3873.0
Maidstone,45 Radio St,3,h,695000.0,S,Burnham,2016-10-15,9.2,3012.0,3.0,1.0,2.0,214.0,146.0,2007.0,Maribyrnong City Council,-37.7798,144.8661,Western Metropolitan,3873.0
Maidstone,48/48 Eucalyptus Dr,2,u,349000.0,PI,hockingstuart,2016-04-16,9.2,3012.0,2.0,1.0,1.0,0.0,69.0,2011.0,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873.0
Maidstone,2/32 Burns St,3,t,555000.0,PI,Biggin,2016-09-17,9.2,3012.0,3.0,1.0,2.0,210.0,121.0,2012.0,Maribyrnong City Council,-37.7869,144.8749,Western Metropolitan,3873.0
Maidstone,17/46 Eucalyptus Dr,2,u,352500.0,S,hockingstuart,2017-03-18,9.2,3012.0,2.0,1.0,1.0,15100.0,66.0,2012.0,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873.0
Maidstone,4 Maple St,5,h,1350000.0,S,Biggin,2016-11-19,9.2,3012.0,5.0,3.0,2.0,527.0,358.0,2009.0,Maribyrnong City Council,-37.7746,144.8727,Western Metropolitan,3873.0
Maidstone,32c Burns St,2,t,510000.0,SP,Sweeney,2016-08-22,9.2,3012.0,2.0,1.0,2.0,118.0,91.0,2014.0,Maribyrnong City Council,-37.787,144.8748,Western Metropolitan,3873.0
Maidstone,1/12 Clarendon St,3,h,870000.0,PI,Biggin,2016-04-23,9.2,3012.0,3.0,1.0,2.0,269.0,80.0,1960.0,Maribyrnong City Council,-37.7844,144.8665,Western Metropolitan,3873.0
Maidstone,1/12 Clarendon St,3,h,490000.0,SP,Biggin,2016-07-26,9.2,3012.0,3.0,1.0,2.0,269.0,80.0,1960.0,Maribyrnong City Council,-37.7844,144.8665,Western Metropolitan,3873.0
Maidstone,1/39 Spurling St,3,t,870000.0,PI,Ray,2016-11-27,9.2,3012.0,3.0,2.0,1.0,0.0,153.0,2014.0,Maribyrnong City Council,-37.7843,144.8747,Western Metropolitan,3873.0
Maidstone,171 Mitchell St,4,h,675000.0,S,Sweeney,2016-05-28,9.2,3012.0,4.0,1.0,1.0,595.0,80.0,1950.0,Maribyrnong City Council,-37.7817,144.868,Western Metropolitan,3873.0
Maidstone,13 Burns St,3,h,865000.0,SP,Jas,2016-08-28,9.2,3012.0,3.0,1.0,3.0,381.0,121.0,1940.0,Maribyrnong City Council,-37.7874,144.8763,Western Metropolitan,3873.0
Maidstone,2/13 Radio St,2,t,600000.0,S,Jas,2016-08-28,9.2,3012.0,2.0,2.0,1.0,145.0,112.0,2012.0,Maribyrnong City Council,-37.7801,144.869,Western Metropolitan,3873.0
Maidstone,14 Howard St,4,h,773000.0,S,Biggin,2016-07-30,9.2,3012.0,4.0,1.0,2.0,333.0,137.0,1970.0,Maribyrnong City Council,-37.7893,144.8818,Western Metropolitan,3873.0
Malvern,17 Horace St,3,h,870000.0,S,Marshall,2016-09-03,7.4,3144.0,3.0,2.0,1.0,226.0,108.0,1900.0,Stonnington City Council,-37.8627,145.0391,Southern Metropolitan,4675.0
Malvern,1/3 Irving St,2,u,870000.0,S,Marshall,2017-03-04,7.4,3144.0,2.0,1.0,2.0,0.0,86.0,1970.0,Stonnington City Council,-37.8597,145.0318,Southern Metropolitan,4675.0
Malvern,8/6 Finlayson St,2,u,870000.0,S,hockingstuart,2016-06-04,7.4,3144.0,2.0,1.0,1.0,0.0,55.0,1960.0,Stonnington City Council,-37.8683,145.0358,Southern Metropolitan,4675.0
Malvern,19 Glendearg Gr,4,h,870000.0,S,Marshall,2016-05-07,7.4,3144.0,3.0,2.0,2.0,853.0,222.0,1920.0,Stonnington City Council,-37.8655,145.0328,Southern Metropolitan,4675.0
Malvern,206/361 Glenferrie Rd,2,u,870000.0,S,hockingstuart,2016-05-07,7.4,3144.0,2.0,2.0,2.0,0.0,123.0,2002.0,Stonnington City Council,-37.851,145.03,Southern Metropolitan,4675.0
Malvern,8/15 Wheatland Rd,2,u,870000.0,S,hockingstuart,2016-05-07,7.4,3144.0,2.0,1.0,1.0,0.0,77.0,1960.0,Stonnington City Council,-37.8654,145.0344,Southern Metropolitan,4675.0
Malvern,30 Grace St,2,h,870000.0,S,Marshall,2016-11-07,7.4,3144.0,2.0,1.0,2.0,383.0,130.0,1900.0,Stonnington City Council,-37.8596,145.0357,Southern Metropolitan,4675.0
Malvern,8/7 Warner St,2,u,611000.0,SP,Marshall,2016-10-08,7.4,3144.0,2.0,1.0,1.0,0.0,68.0,2008.0,Stonnington City Council,-37.8515,145.0372,Southern Metropolitan,4675.0
Malvern,20 Norfolk Pl,3,t,870000.0,S,Marshall,2016-09-10,7.4,3144.0,3.0,2.0,2.0,88.0,121.0,2013.0,Stonnington City Council,-37.8486,145.0325,Southern Metropolitan,4675.0
Malvern,30 Parslow St,4,h,870000.0,S,Marshall,2016-12-10,7.4,3144.0,4.0,3.0,2.0,333.0,303.0,2012.0,Stonnington City Council,-37.8508,145.0404,Southern Metropolitan,4675.0
Malvern,42 Stanhope St,5,h,870000.0,S,Jellis,2016-12-10,7.4,3144.0,5.0,2.0,2.0,767.0,268.0,1930.0,Stonnington City Council,-37.8583,145.0298,Southern Metropolitan,4675.0
Malvern,3/2 Cawkwell St,3,t,1390000.0,PI,Marshall,2016-05-14,7.4,3144.0,3.0,2.0,1.0,227.0,181.0,1995.0,Stonnington City Council,-37.8577,145.0406,Southern Metropolitan,4675.0
Malvern,29/202 Wattletree Rd,2,u,566000.0,SP,hockingstuart,2016-10-15,7.4,3144.0,2.0,1.0,1.0,0.0,80.0,1970.0,Stonnington City Council,-37.8633,145.0338,Southern Metropolitan,4675.0
Malvern,14 Woodmason St,3,h,1437000.0,S,hockingstuart,2016-04-16,7.4,3144.0,2.0,1.0,1.0,313.0,132.0,1910.0,Stonnington City Council,-37.8511,145.0317,Southern Metropolitan,4675.0
Malvern,6/20 Johnstone St,2,t,500000.0,S,Thomson,2016-07-16,7.4,3144.0,2.0,1.0,1.0,0.0,54.0,1970.0,Stonnington City Council,-37.8693,145.0348,Southern Metropolitan,4675.0
Malvern,9/42 Winter St,1,u,870000.0,S,hockingstuart,2016-07-16,7.4,3144.0,1.0,1.0,1.0,0.0,60.0,1960.0,Stonnington City Council,-37.8606,145.0326,Southern Metropolitan,4675.0
Malvern,1/19 Horace St,2,u,870000.0,S,Shape,2016-09-17,7.4,3144.0,2.0,1.0,1.0,0.0,65.0,1970.0,Stonnington City Council,-37.8626,145.0391,Southern Metropolitan,4675.0
Malvern,6 Euston St,2,h,870000.0,S,hockingstuart,2016-06-18,7.4,3144.0,2.0,1.0,0.0,218.0,105.0,1915.0,Stonnington City Council,-37.8567,145.0389,Southern Metropolitan,4675.0
Malvern,7 Hunter St,2,h,1326000.0,S,J,2016-08-22,7.4,3144.0,2.0,1.0,0.0,254.0,100.0,1900.0,Stonnington City Council,-37.8674,145.0355,Southern Metropolitan,4675.0
Malvern,8/6 Irving St,2,u,740000.0,S,Marshall,2017-02-25,7.4,3144.0,2.0,1.0,1.0,0.0,91.0,1967.0,Stonnington City Council,-37.8597,145.0322,Southern Metropolitan,4675.0
Malvern,1 McArthur St,4,h,870000.0,S,Jellis,2017-02-25,7.4,3144.0,4.0,2.0,2.0,338.0,126.0,1930.0,Stonnington City Council,-37.8573,145.0389,Southern Metropolitan,4675.0
Malvern,82 Milton Pde,3,h,870000.0,SP,Kay,2017-02-25,7.4,3144.0,3.0,2.0,1.0,260.0,127.0,1930.0,Stonnington City Council,-37.8499,145.0414,Southern Metropolitan,4675.0
Malvern,11 Childers Rd,2,h,1475000.0,S,Marshall,2016-11-27,7.4,3144.0,2.0,1.0,1.0,232.0,95.0,2001.0,Stonnington City Council,-37.8686,145.038,Southern Metropolitan,4675.0
Malvern,1/58 Cawkwell St,2,u,584000.0,S,Gary,2016-08-28,7.4,3144.0,2.0,1.0,1.0,0.0,74.0,1971.0,Stonnington City Council,-37.854,145.041,Southern Metropolitan,4675.0
Malvern,15 Winter St,4,h,870000.0,S,Kay,2016-08-28,7.4,3144.0,3.0,2.0,1.0,504.0,198.0,1900.0,Stonnington City Council,-37.86,145.0305,Southern Metropolitan,4675.0
Malvern East,9 Chanak St,3,h,1490000.0,S,Marshall,2016-09-03,11.2,3145.0,3.0,1.0,1.0,322.0,137.0,1910.0,Stonnington City Council,-37.8726,145.0396,Southern Metropolitan,8801.0
Malvern East,1/13 Goode St,3,h,1210000.0,S,Marshall,2016-09-03,11.2,3145.0,3.0,2.0,1.0,337.0,146.0,1993.0,Stonnington City Council,-37.8833,145.0697,Southern Metropolitan,8801.0
Malvern East,18 Albert St,3,h,870000.0,SP,Marshall,2016-12-03,11.2,3145.0,3.0,1.0,2.0,613.0,170.0,1930.0,Stonnington City Council,-37.876,145.0639,Southern Metropolitan,8801.0
Malvern East,11 Findon St,2,h,1036000.0,S,Biggin,2016-12-03,11.2,3145.0,2.0,1.0,1.0,310.0,102.0,1910.0,Stonnington City Council,-37.8717,145.0399,Southern Metropolitan,8801.0
Malvern East,5 Hughes St,4,h,870000.0,S,Marshall,2016-12-03,11.2,3145.0,2.0,2.0,2.0,461.0,202.0,1930.0,Stonnington City Council,-37.8815,145.0558,Southern Metropolitan,8801.0
Malvern East,26 Fisher St,4,h,870000.0,S,Jellis,2017-03-04,11.2,3145.0,4.0,2.0,4.0,720.0,209.0,1900.0,Stonnington City Council,-37.8811,145.0574,Southern Metropolitan,8801.0
Malvern East,3/6 Peverill St,2,u,790000.0,S,Noel,2017-03-04,11.2,3145.0,2.0,1.0,2.0,196.0,109.0,1970.0,Stonnington City Council,-37.8796,145.0876,Southern Metropolitan,8801.0
Malvern East,5 Anfield Ct,4,h,1185000.0,S,Marshall,2016-06-04,11.2,3145.0,3.0,2.0,2.0,797.0,180.0,1950.0,Stonnington City Council,-37.8783,145.0869,Southern Metropolitan,8801.0
Malvern East,3/406 Wattletree Rd,3,t,1253000.0,S,Jellis,2016-05-07,11.2,3145.0,3.0,2.0,1.0,216.0,135.0,1994.0,Stonnington City Council,-37.866,145.0549,Southern Metropolitan,8801.0
Malvern East,61 Repton Rd,3,h,870000.0,SP,Marshall,2016-10-08,11.2,3145.0,3.0,1.0,1.0,359.0,166.0,1910.0,Stonnington City Council,-37.8789,145.0525,Southern Metropolitan,8801.0
Malvern East,1/21 Camira St,2,t,870000.0,SN,McGrath,2016-09-10,11.2,3145.0,2.0,1.0,2.0,0.0,68.0,1970.0,Stonnington City Council,-37.8912,145.0875,Southern Metropolitan,8801.0
Malvern East,16 Davies St,4,h,870000.0,S,Jellis,2016-09-10,11.2,3145.0,4.0,2.0,3.0,654.0,238.0,1911.0,Stonnington City Council,-37.8664,145.052,Southern Metropolitan,8801.0
Malvern East,14/410 Waverley Rd,3,t,922000.0,S,Jellis,2016-09-10,11.2,3145.0,3.0,2.0,2.0,0.0,138.0,2000.0,Stonnington City Council,-37.8782,145.0649,Southern Metropolitan,8801.0
Malvern East,2/919 Dandenong Rd,1,u,350000.0,SP,Thomson,2016-12-10,11.2,3145.0,1.0,1.0,1.0,0.0,117.0,1975.0,Stonnington City Council,-37.8769,145.0471,Southern Metropolitan,8801.0
Malvern East,50 The Boulevard,3,h,1555000.0,S,Fletchers,2016-06-12,11.2,3145.0,3.0,2.0,2.0,691.0,150.0,1950.0,Stonnington City Council,-37.8734,145.0887,Southern Metropolitan,8801.0
Malvern East,43 Tooronga Rd,4,h,870000.0,SP,Marshall,2016-06-12,11.2,3145.0,3.0,2.0,2.0,582.0,246.0,1917.0,Stonnington City Council,-37.8691,145.0389,Southern Metropolitan,8801.0
Malvern East,8 MacGregor St,4,h,1700000.0,VB,Fletchers,2016-05-14,11.2,3145.0,4.0,3.0,2.0,365.0,110.0,1930.0,Stonnington City Council,-37.8818,145.0548,Southern Metropolitan,8801.0
Malvern East,24 Prior Rd,2,h,1150000.0,PI,Jellis,2016-05-14,11.2,3145.0,2.0,1.0,2.0,604.0,119.0,1960.0,Stonnington City Council,-37.8835,145.0886,Southern Metropolitan,8801.0
Malvern East,2/25 Fisher St,3,t,1135000.0,S,Jellis,2016-09-17,11.2,3145.0,3.0,3.0,2.0,0.0,130.0,1988.0,Stonnington City Council,-37.8812,145.057,Southern Metropolitan,8801.0
Malvern East,1890 Malvern Rd,2,h,870000.0,SN,Buxton,2016-09-17,11.2,3145.0,2.0,1.0,2.0,413.0,106.0,1960.0,Stonnington City Council,-37.8722,145.0627,Southern Metropolitan,8801.0
Malvern East,1/14 Durward Rd,4,t,1240000.0,PI,Jellis,2017-03-18,11.2,3145.0,4.0,2.0,2.0,310.0,180.0,1990.0,Stonnington City Council,-37.8822,145.0837,Southern Metropolitan,8801.0
Malvern East,2/14 Durward Rd,3,t,1120000.0,PI,Jellis,2017-03-18,11.2,3145.0,3.0,2.0,2.0,181.0,151.0,1990.0,Stonnington City Council,-37.8823,145.0839,Southern Metropolitan,8801.0
Malvern East,558 Waverley Rd,3,h,1500000.0,S,Marshall,2017-03-18,11.2,3145.0,3.0,1.0,2.0,888.0,165.0,1886.0,Stonnington City Council,-37.8799,145.0738,Southern Metropolitan,8801.0
Malvern East,2/53 Beaver St,3,u,870000.0,S,Jellis,2016-06-18,11.2,3145.0,3.0,1.0,2.0,0.0,124.0,1970.0,Stonnington City Council,-37.8704,145.0464,Southern Metropolitan,8801.0
Malvern East,4 Findon St,3,h,870000.0,S,Jellis,2016-06-18,11.2,3145.0,3.0,2.0,1.0,322.0,152.0,1910.0,Stonnington City Council,-37.8719,145.0393,Southern Metropolitan,8801.0
Malvern East,3/2 Kardella St,3,u,707500.0,S,hockingstuart,2016-06-18,11.2,3145.0,2.0,1.0,1.0,170.0,83.0,1975.0,Stonnington City Council,-37.8689,145.0504,Southern Metropolitan,8801.0
Malvern East,1956 Malvern Rd,6,h,870000.0,PI,Ray,2016-06-18,11.2,3145.0,6.0,4.0,2.0,741.0,268.0,1930.0,Stonnington City Council,-37.8763,145.066,Southern Metropolitan,8801.0
Malvern East,5/417 Wattletree Rd,2,u,835000.0,S,Jellis,2016-06-18,11.2,3145.0,2.0,1.0,1.0,0.0,118.0,1930.0,Stonnington City Council,-37.865,145.0506,Southern Metropolitan,8801.0
Malvern East,14 Beaver St,5,h,870000.0,S,Jellis,2016-11-19,11.2,3145.0,5.0,3.0,3.0,880.0,303.0,1915.0,Stonnington City Council,-37.8701,145.0409,Southern Metropolitan,8801.0
Malvern East,61 Finch St,4,h,870000.0,SP,Marshall,2016-11-19,11.2,3145.0,4.0,2.0,2.0,776.0,251.0,1900.0,Stonnington City Council,-37.8697,145.0434,Southern Metropolitan,8801.0
Malvern East,1 Villers Sq,4,h,1580000.0,PI,Jellis,2016-11-19,11.2,3145.0,4.0,2.0,1.0,504.0,260.0,1920.0,Stonnington City Council,-37.8834,145.0635,Southern Metropolitan,8801.0
Malvern East,21 Albert St,3,h,870000.0,S,Jellis,2016-05-22,11.2,3145.0,3.0,2.0,2.0,650.0,176.0,1915.0,Stonnington City Council,-37.8756,145.0637,Southern Metropolitan,8801.0
Malvern East,4/24 Hyslop Pde,2,u,820000.0,S,Besser,2016-05-22,11.2,3145.0,2.0,2.0,1.0,0.0,104.0,2013.0,Stonnington City Council,-37.8823,145.0729,Southern Metropolitan,8801.0
Malvern East,21 Kerferd St,4,h,870000.0,S,Marshall,2016-05-22,11.2,3145.0,5.0,1.0,4.0,924.0,241.0,1920.0,Stonnington City Council,-37.8688,145.0413,Southern Metropolitan,8801.0
Malvern East,4/16 Repton Rd,2,u,480000.0,S,hockingstuart,2016-05-22,11.2,3145.0,2.0,1.0,1.0,0.0,74.0,1970.0,Stonnington City Council,-37.8811,145.0524,Southern Metropolitan,8801.0
Malvern East,16 Turner St,4,h,870000.0,S,Marshall,2016-05-22,11.2,3145.0,4.0,3.0,2.0,597.0,202.0,1890.0,Stonnington City Council,-37.8742,145.0453,Southern Metropolitan,8801.0
Malvern East,2b Brunel St,3,h,1680000.0,S,hockingstuart,2016-08-22,11.2,3145.0,3.0,2.0,2.0,234.0,201.0,1998.0,Stonnington City Council,-37.8695,145.05,Southern Metropolitan,8801.0
Malvern East,6 Chanak St,3,h,870000.0,S,Marshall,2016-04-23,11.2,3145.0,3.0,2.0,1.0,396.0,174.0,1930.0,Stonnington City Council,-37.8728,145.0394,Southern Metropolitan,8801.0
Malvern East,3/907 Dandenong Rd,1,u,300000.0,PI,Anderson,2016-04-23,11.2,3145.0,1.0,1.0,1.0,0.0,42.0,2013.0,Stonnington City Council,-37.8764,145.0463,Southern Metropolitan,8801.0
Malvern East,66 Argyll St,3,h,1100000.0,PI,Thomson,2016-09-24,11.2,3145.0,3.0,1.0,2.0,645.0,126.0,1960.0,Stonnington City Council,-37.875,145.0861,Southern Metropolitan,8801.0
Malvern East,5/25 Clarence St,1,u,373000.0,SP,hockingstuart,2016-09-24,11.2,3145.0,1.0,1.0,1.0,0.0,38.0,1965.0,Stonnington City Council,-37.8728,145.0417,Southern Metropolitan,8801.0
Malvern East,3/3 Bates St,2,u,870000.0,SP,Kay,2017-02-25,11.2,3145.0,2.0,1.0,1.0,0.0,110.0,1930.0,Stonnington City Council,-37.8747,145.0436,Southern Metropolitan,8801.0
Malvern East,2/3 Hilda St,3,h,870000.0,S,Jellis,2017-02-25,11.2,3145.0,3.0,2.0,2.0,315.0,137.0,1970.0,Stonnington City Council,-37.8735,145.061,Southern Metropolitan,8801.0
Malvern East,48 The Boulevard,3,h,960000.0,S,Johnston,2017-02-25,11.2,3145.0,3.0,2.0,1.0,310.0,114.0,1970.0,Stonnington City Council,-37.8733,145.0883,Southern Metropolitan,8801.0
Malvern East,28 Bowen St,5,h,870000.0,S,Marshall,2016-06-27,11.2,3145.0,5.0,4.0,2.0,585.0,131.0,1945.0,Stonnington City Council,-37.8848,145.0775,Southern Metropolitan,8801.0
Malvern East,5 Repton Rd,3,h,870000.0,PI,Marshall,2016-06-27,11.2,3145.0,3.0,2.0,2.0,525.0,157.0,1910.0,Stonnington City Council,-37.8818,145.052,Southern Metropolitan,8801.0
Malvern East,2/39 Tooronga Rd,1,u,870000.0,PI,Fletchers,2016-06-27,11.2,3145.0,1.0,1.0,1.0,722.0,52.0,1960.0,Stonnington City Council,-37.8693,145.0389,Southern Metropolitan,8801.0
Malvern East,5/80 Burke Rd,1,u,315000.0,S,Jellis,2016-11-27,11.2,3145.0,1.0,1.0,1.0,0.0,46.0,1940.0,Stonnington City Council,-37.8704,145.0495,Southern Metropolitan,8801.0
Malvern East,22 Ellison St,3,h,1297000.0,S,Marshall,2016-11-27,11.2,3145.0,3.0,1.0,1.0,333.0,147.0,1948.0,Stonnington City Council,-37.8722,145.067,Southern Metropolitan,8801.0
Malvern East,23 Findon St,3,h,870000.0,SN,LITTLE,2016-11-27,11.2,3145.0,3.0,3.0,1.0,678.0,229.0,1920.0,Stonnington City Council,-37.8718,145.0407,Southern Metropolitan,8801.0
Malvern East,21 John St,2,h,870000.0,S,Jellis,2016-11-27,11.2,3145.0,2.0,1.0,0.0,217.0,115.0,1910.0,Stonnington City Council,-37.8735,145.0403,Southern Metropolitan,8801.0
Malvern East,10/1810 Malvern Rd,3,t,1015000.0,S,Marshall,2016-11-27,11.2,3145.0,3.0,2.0,2.0,0.0,134.0,2013.0,Stonnington City Council,-37.8689,145.06,Southern Metropolitan,8801.0
Malvern East,3/5 Peak St,2,u,523000.0,S,Castran,2016-11-27,11.2,3145.0,2.0,1.0,1.0,0.0,62.0,1960.0,Stonnington City Council,-37.8801,145.0874,Southern Metropolitan,8801.0
Malvern East,15 Prior Rd,3,h,1335000.0,S,Stockdale,2016-11-27,11.2,3145.0,3.0,2.0,2.0,606.0,133.0,1965.0,Stonnington City Council,-37.8831,145.0879,Southern Metropolitan,8801.0
Malvern East,15/5 Warley Rd,2,u,425000.0,SP,hockingstuart,2016-11-27,11.2,3145.0,2.0,1.0,1.0,0.0,57.0,1997.0,Stonnington City Council,-37.8804,145.0501,Southern Metropolitan,8801.0
Malvern East,1/380 Waverley Rd,3,h,1670000.0,S,Marshall,2016-11-27,11.2,3145.0,3.0,2.0,1.0,375.0,155.0,1920.0,Stonnington City Council,-37.8777,145.0608,Southern Metropolitan,8801.0
Malvern East,401A Waverley Rd,4,h,1350000.0,VB,Jellis,2016-11-27,11.2,3145.0,4.0,3.0,2.0,222.0,90.0,2010.0,Stonnington City Council,-37.878,145.0666,Southern Metropolitan,8801.0
Malvern East,23 Darling Rd,3,h,1650000.0,S,RT,2016-05-28,11.2,3145.0,3.0,1.0,2.0,764.0,114.0,1925.0,Stonnington City Council,-37.8814,145.0583,Southern Metropolitan,8801.0
